series_id        	year	period	       value	footnote_codes
PRS30006011      	1995	Q01	         2.6	
PRS30006011      	1995	Q02	         2.1	
PRS30006011      	1995	Q03	         0.9	
PRS30006011      	1995	Q04	         0.1	
PRS30006011      	1995	Q05	         1.4	
PRS30006011      	1996	Q01	        -0.2	
PRS30006011      	1996	Q02	        -0.3	
PRS30006011      	1996	Q03	        -0.1	
PRS30006011      	1996	Q04	         0.2	
PRS30006011      	1996	Q05	        -0.1	
PRS30006011      	1997	Q01	         0.3	
PRS30006011      	1997	Q02	         0.7	
PRS30006011      	1997	Q03	         1.0	
PRS30006011      	1997	Q04	         1.5	
PRS30006011      	1997	Q05	         0.9	
PRS30006011      	1998	Q01	         1.6	
PRS30006011      	1998	Q02	         1.6	
PRS30006011      	1998	Q03	         0.5	
PRS30006011      	1998	Q04	        -0.3	
PRS30006011      	1998	Q05	         0.8	
PRS30006011      	1999	Q01	        -1.4	
PRS30006011      	1999	Q02	        -2.0	
PRS30006011      	1999	Q03	        -1.1	
PRS30006011      	1999	Q04	        -1.6	
PRS30006011      	1999	Q05	        -1.6	
PRS30006011      	2000	Q01	        -0.7	
PRS30006011      	2000	Q02	         0.3	
PRS30006011      	2000	Q03	        -0.3	
PRS30006011      	2000	Q04	        -0.3	
PRS30006011      	2000	Q05	        -0.3	
PRS30006011      	2001	Q01	        -1.4	
PRS30006011      	2001	Q02	        -4.0	
PRS30006011      	2001	Q03	        -5.5	
PRS30006011      	2001	Q04	        -7.8	
PRS30006011      	2001	Q05	        -4.6	
PRS30006011      	2002	Q01	        -8.7	
PRS30006011      	2002	Q02	        -8.0	
PRS30006011      	2002	Q03	        -6.8	
PRS30006011      	2002	Q04	        -5.2	
PRS30006011      	2002	Q05	        -7.2	
PRS30006011      	2003	Q01	        -4.4	
PRS30006011      	2003	Q02	        -4.8	
PRS30006011      	2003	Q03	        -5.2	
PRS30006011      	2003	Q04	        -4.4	
PRS30006011      	2003	Q05	        -4.7	
PRS30006011      	2004	Q01	        -3.4	
PRS30006011      	2004	Q02	        -1.7	
PRS30006011      	2004	Q03	        -0.4	
PRS30006011      	2004	Q04	         0.1	
PRS30006011      	2004	Q05	        -1.4	
PRS30006011      	2005	Q01	        -0.1	
PRS30006011      	2005	Q02	        -0.2	
PRS30006011      	2005	Q03	        -0.9	
PRS30006011      	2005	Q04	        -0.8	
PRS30006011      	2005	Q05	        -0.5	
PRS30006011      	2006	Q01	        -0.2	
PRS30006011      	2006	Q02	        -0.3	
PRS30006011      	2006	Q03	        -0.5	
PRS30006011      	2006	Q04	        -1.3	
PRS30006011      	2006	Q05	        -0.6	
PRS30006011      	2007	Q01	        -1.5	
PRS30006011      	2007	Q02	        -1.7	
PRS30006011      	2007	Q03	        -1.8	
PRS30006011      	2007	Q04	        -1.8	
PRS30006011      	2007	Q05	        -1.7	
PRS30006011      	2008	Q01	        -2.5	
PRS30006011      	2008	Q02	        -2.8	
PRS30006011      	2008	Q03	        -3.5	
PRS30006011      	2008	Q04	        -5.5	
PRS30006011      	2008	Q05	        -3.6	
PRS30006011      	2009	Q01	        -9.3	
PRS30006011      	2009	Q02	       -12.3	
PRS30006011      	2009	Q03	       -12.3	
PRS30006011      	2009	Q04	       -11.1	
PRS30006011      	2009	Q05	       -11.3	
PRS30006011      	2010	Q01	        -7.2	
PRS30006011      	2010	Q02	        -3.0	
PRS30006011      	2010	Q03	        -1.1	
PRS30006011      	2010	Q04	         0.4	
PRS30006011      	2010	Q05	        -2.8	
PRS30006011      	2011	Q01	         1.4	
PRS30006011      	2011	Q02	         1.4	
PRS30006011      	2011	Q03	         1.0	
PRS30006011      	2011	Q04	         1.6	
PRS30006011      	2011	Q05	         1.3	
PRS30006011      	2012	Q01	         1.8	
PRS30006011      	2012	Q02	         1.9	
PRS30006011      	2012	Q03	         2.3	
PRS30006011      	2012	Q04	         1.6	
PRS30006011      	2012	Q05	         1.9	
PRS30006011      	2013	Q01	         1.3	
PRS30006011      	2013	Q02	         0.2	
PRS30006011      	2013	Q03	         0.2	
PRS30006011      	2013	Q04	         0.7	
PRS30006011      	2013	Q05	         0.6	
PRS30006011      	2014	Q01	         0.6	
PRS30006011      	2014	Q02	         1.3	
PRS30006011      	2014	Q03	         1.5	
PRS30006011      	2014	Q04	         1.9	
PRS30006011      	2014	Q05	         1.3	
PRS30006011      	2015	Q01	         1.3	
PRS30006011      	2015	Q02	         1.5	
PRS30006011      	2015	Q03	         1.3	
PRS30006011      	2015	Q04	         0.8	
PRS30006011      	2015	Q05	         1.3	
PRS30006011      	2016	Q01	         0.4	
PRS30006011      	2016	Q02	         0.0	
PRS30006011      	2016	Q03	        -0.1	
PRS30006011      	2016	Q04	        -0.4	
PRS30006011      	2016	Q05	         0.0	
PRS30006011      	2017	Q01	         0.5	
PRS30006011      	2017	Q02	         0.6	
PRS30006011      	2017	Q03	         1.0	
PRS30006011      	2017	Q04	         1.7	
PRS30006011      	2017	Q05	         0.9	
PRS30006011      	2018	Q01	         1.4	
PRS30006011      	2018	Q02	         1.6	
PRS30006011      	2018	Q03	         1.7	
PRS30006011      	2018	Q04	         1.8	
PRS30006011      	2018	Q05	         1.6	
PRS30006011      	2019	Q01	         1.6	
PRS30006011      	2019	Q02	         1.2	
PRS30006011      	2019	Q03	         1.3	
PRS30006011      	2019	Q04	         0.2	
PRS30006011      	2019	Q05	         1.1	
PRS30006011      	2020	Q01	        -0.8	
PRS30006011      	2020	Q02	        -8.3	
PRS30006011      	2020	Q03	        -6.4	
PRS30006011      	2020	Q04	        -4.7	
PRS30006011      	2020	Q05	        -5.1	
PRS30006011      	2021	Q01	        -3.8	
PRS30006011      	2021	Q02	         4.3	
PRS30006011      	2021	Q03	         3.0	R
PRS30006011      	2021	Q04	         3.0	R
PRS30006011      	2021	Q05	         1.6	R
PRS30006011      	2022	Q01	         4.4	R
PRS30006011      	2022	Q02	         5.1	R
PRS30006011      	2022	Q03	         4.3	R
PRS30006011      	2022	Q04	         3.3	R
PRS30006011      	2022	Q05	         4.3	R
PRS30006012      	1995	Q01	         1.5	
PRS30006012      	1995	Q02	        -0.1	
PRS30006012      	1995	Q03	        -1.1	
PRS30006012      	1995	Q04	         0.1	
PRS30006012      	1995	Q05	         1.4	
PRS30006012      	1996	Q01	         0.4	
PRS30006012      	1996	Q02	        -0.5	
PRS30006012      	1996	Q03	        -0.2	
PRS30006012      	1996	Q04	         1.0	
PRS30006012      	1996	Q05	        -0.1	
PRS30006012      	1997	Q01	         1.0	
PRS30006012      	1997	Q02	         1.0	
PRS30006012      	1997	Q03	         0.8	
PRS30006012      	1997	Q04	         3.1	
PRS30006012      	1997	Q05	         0.9	
PRS30006012      	1998	Q01	         1.4	
PRS30006012      	1998	Q02	         0.9	
PRS30006012      	1998	Q03	        -3.4	
PRS30006012      	1998	Q04	         0.2	
PRS30006012      	1998	Q05	         0.8	
PRS30006012      	1999	Q01	        -3.3	
PRS30006012      	1999	Q02	        -1.5	
PRS30006012      	1999	Q03	         0.3	
PRS30006012      	1999	Q04	        -1.9	
PRS30006012      	1999	Q05	        -1.6	
PRS30006012      	2000	Q01	         0.2	
PRS30006012      	2000	Q02	         2.4	
PRS30006012      	2000	Q03	        -2.1	
PRS30006012      	2000	Q04	        -1.8	
PRS30006012      	2000	Q05	        -0.3	
PRS30006012      	2001	Q01	        -3.9	
PRS30006012      	2001	Q02	        -8.1	
PRS30006012      	2001	Q03	        -7.9	
PRS30006012      	2001	Q04	       -10.9	
PRS30006012      	2001	Q05	        -4.6	
PRS30006012      	2002	Q01	        -7.6	
PRS30006012      	2002	Q02	        -5.6	
PRS30006012      	2002	Q03	        -2.9	
PRS30006012      	2002	Q04	        -4.7	
PRS30006012      	2002	Q05	        -7.2	
PRS30006012      	2003	Q01	        -4.5	
PRS30006012      	2003	Q02	        -6.9	
PRS30006012      	2003	Q03	        -4.6	
PRS30006012      	2003	Q04	        -1.7	
PRS30006012      	2003	Q05	        -4.7	
PRS30006012      	2004	Q01	        -0.3	
PRS30006012      	2004	Q02	        -0.4	
PRS30006012      	2004	Q03	         0.6	
PRS30006012      	2004	Q04	         0.4	
PRS30006012      	2004	Q05	        -1.4	
PRS30006012      	2005	Q01	        -1.1	
PRS30006012      	2005	Q02	        -0.8	
PRS30006012      	2005	Q03	        -2.4	
PRS30006012      	2005	Q04	         0.9	
PRS30006012      	2005	Q05	        -0.5	
PRS30006012      	2006	Q01	         1.3	
PRS30006012      	2006	Q02	        -0.8	
PRS30006012      	2006	Q03	        -3.3	
PRS30006012      	2006	Q04	        -2.4	
PRS30006012      	2006	Q05	        -0.6	
PRS30006012      	2007	Q01	         0.6	
PRS30006012      	2007	Q02	        -1.7	
PRS30006012      	2007	Q03	        -3.5	
PRS30006012      	2007	Q04	        -2.5	
PRS30006012      	2007	Q05	        -1.7	
PRS30006012      	2008	Q01	        -2.1	
PRS30006012      	2008	Q02	        -3.1	
PRS30006012      	2008	Q03	        -6.2	
PRS30006012      	2008	Q04	       -10.3	
PRS30006012      	2008	Q05	        -3.6	
PRS30006012      	2009	Q01	       -17.1	
PRS30006012      	2009	Q02	       -15.3	
PRS30006012      	2009	Q03	        -6.2	
PRS30006012      	2009	Q04	        -5.1	
PRS30006012      	2009	Q05	       -11.3	
PRS30006012      	2010	Q01	        -1.7	
PRS30006012      	2010	Q02	         1.2	
PRS30006012      	2010	Q03	         1.2	
PRS30006012      	2010	Q04	         0.9	
PRS30006012      	2010	Q05	        -2.8	
PRS30006012      	2011	Q01	         2.2	
PRS30006012      	2011	Q02	         1.4	
PRS30006012      	2011	Q03	        -0.5	
PRS30006012      	2011	Q04	         3.2	
PRS30006012      	2011	Q05	         1.3	
PRS30006012      	2012	Q01	         3.0	
PRS30006012      	2012	Q02	         2.1	
PRS30006012      	2012	Q03	         1.0	
PRS30006012      	2012	Q04	         0.1	
PRS30006012      	2012	Q05	         1.9	
PRS30006012      	2013	Q01	         2.1	
PRS30006012      	2013	Q02	        -2.2	
PRS30006012      	2013	Q03	         0.9	
PRS30006012      	2013	Q04	         2.1	
PRS30006012      	2013	Q05	         0.6	
PRS30006012      	2014	Q01	         1.9	
PRS30006012      	2014	Q02	         0.2	
PRS30006012      	2014	Q03	         1.9	
PRS30006012      	2014	Q04	         3.5	
PRS30006012      	2014	Q05	         1.3	
PRS30006012      	2015	Q01	        -0.3	
PRS30006012      	2015	Q02	         1.1	
PRS30006012      	2015	Q03	         1.1	
PRS30006012      	2015	Q04	         1.4	
PRS30006012      	2015	Q05	         1.3	
PRS30006012      	2016	Q01	        -1.8	
PRS30006012      	2016	Q02	        -0.6	
PRS30006012      	2016	Q03	         0.8	
PRS30006012      	2016	Q04	         0.1	
PRS30006012      	2016	Q05	         0.0	
PRS30006012      	2017	Q01	         1.8	
PRS30006012      	2017	Q02	        -0.3	
PRS30006012      	2017	Q03	         2.3	
PRS30006012      	2017	Q04	         2.9	
PRS30006012      	2017	Q05	         0.9	
PRS30006012      	2018	Q01	         0.8	R
PRS30006012      	2018	Q02	         0.3	R
PRS30006012      	2018	Q03	         2.8	R
PRS30006012      	2018	Q04	         3.3	R
PRS30006012      	2018	Q05	         1.6	
PRS30006012      	2019	Q01	         0.0	
PRS30006012      	2019	Q02	        -1.1	R
PRS30006012      	2019	Q03	         2.9	R
PRS30006012      	2019	Q04	        -1.0	R
PRS30006012      	2019	Q05	         1.1	
PRS30006012      	2020	Q01	        -3.9	
PRS30006012      	2020	Q02	       -27.8	R
PRS30006012      	2020	Q03	        11.6	R
PRS30006012      	2020	Q04	         6.6	R
PRS30006012      	2020	Q05	        -5.1	
PRS30006012      	2021	Q01	        -0.2	
PRS30006012      	2021	Q02	        -0.3	R
PRS30006012      	2021	Q03	         6.2	R
PRS30006012      	2021	Q04	         6.6	R
PRS30006012      	2021	Q05	         1.6	R
PRS30006012      	2022	Q01	         5.4	R
PRS30006012      	2022	Q02	         2.2	R
PRS30006012      	2022	Q03	         3.2	R
PRS30006012      	2022	Q04	         2.6	R
PRS30006012      	2022	Q05	         4.3	R
PRS30006013      	1995	Q01	     144.561	
PRS30006013      	1995	Q02	     144.521	
PRS30006013      	1995	Q03	     144.105	
PRS30006013      	1995	Q04	     144.129	
PRS30006013      	1995	Q05	     144.333	
PRS30006013      	1996	Q01	     144.268	
PRS30006013      	1996	Q02	     144.072	
PRS30006013      	1996	Q03	     143.991	
PRS30006013      	1996	Q04	     144.366	
PRS30006013      	1996	Q05	     144.170	
PRS30006013      	1997	Q01	     144.733	
PRS30006013      	1997	Q02	     145.108	
PRS30006013      	1997	Q03	     145.409	
PRS30006013      	1997	Q04	     146.535	
PRS30006013      	1997	Q05	     145.450	
PRS30006013      	1998	Q01	     147.048	
PRS30006013      	1998	Q02	     147.366	
PRS30006013      	1998	Q03	     146.102	
PRS30006013      	1998	Q04	     146.159	
PRS30006013      	1998	Q05	     146.673	
PRS30006013      	1999	Q01	     144.928	
PRS30006013      	1999	Q02	     144.366	
PRS30006013      	1999	Q03	     144.488	
PRS30006013      	1999	Q04	     143.811	
PRS30006013      	1999	Q05	     144.398	
PRS30006013      	2000	Q01	     143.885	
PRS30006013      	2000	Q02	     144.749	
PRS30006013      	2000	Q03	     143.999	
PRS30006013      	2000	Q04	     143.363	
PRS30006013      	2000	Q05	     143.999	
PRS30006013      	2001	Q01	     141.928	
PRS30006013      	2001	Q02	     138.976	
PRS30006013      	2001	Q03	     136.130	
PRS30006013      	2001	Q04	     132.241	
PRS30006013      	2001	Q05	     137.321	
PRS30006013      	2002	Q01	     129.640	
PRS30006013      	2002	Q02	     127.797	
PRS30006013      	2002	Q03	     126.867	
PRS30006013      	2002	Q04	     125.351	
PRS30006013      	2002	Q05	     127.414	
PRS30006013      	2003	Q01	     123.916	
PRS30006013      	2003	Q02	     121.722	
PRS30006013      	2003	Q03	     120.295	
PRS30006013      	2003	Q04	     119.790	
PRS30006013      	2003	Q05	     121.429	
PRS30006013      	2004	Q01	     119.708	
PRS30006013      	2004	Q02	     119.602	
PRS30006013      	2004	Q03	     119.781	
PRS30006013      	2004	Q04	     119.912	
PRS30006013      	2004	Q05	     119.749	
PRS30006013      	2005	Q01	     119.586	
PRS30006013      	2005	Q02	     119.357	
PRS30006013      	2005	Q03	     118.648	
PRS30006013      	2005	Q04	     118.925	
PRS30006013      	2005	Q05	     119.129	
PRS30006013      	2006	Q01	     119.309	
PRS30006013      	2006	Q02	     119.056	
PRS30006013      	2006	Q03	     118.053	
PRS30006013      	2006	Q04	     117.343	
PRS30006013      	2006	Q05	     118.436	
PRS30006013      	2007	Q01	     117.515	
PRS30006013      	2007	Q02	     117.001	
PRS30006013      	2007	Q03	     115.949	
PRS30006013      	2007	Q04	     115.215	
PRS30006013      	2007	Q05	     116.430	
PRS30006013      	2008	Q01	     114.604	
PRS30006013      	2008	Q02	     113.699	
PRS30006013      	2008	Q03	     111.888	
PRS30006013      	2008	Q04	     108.896	
PRS30006013      	2008	Q05	     112.288	
PRS30006013      	2009	Q01	     103.914	
PRS30006013      	2009	Q02	      99.698	
PRS30006013      	2009	Q03	      98.116	
PRS30006013      	2009	Q04	      96.844	
PRS30006013      	2009	Q05	      99.641	
PRS30006013      	2010	Q01	      96.437	
PRS30006013      	2010	Q02	      96.722	
PRS30006013      	2010	Q03	      97.016	
PRS30006013      	2010	Q04	      97.228	
PRS30006013      	2010	Q05	      96.844	
PRS30006013      	2011	Q01	      97.758	
PRS30006013      	2011	Q02	      98.108	
PRS30006013      	2011	Q03	      97.978	
PRS30006013      	2011	Q04	      98.752	
PRS30006013      	2011	Q05	      98.149	
PRS30006013      	2012	Q01	      99.486	
PRS30006013      	2012	Q02	     100.000	
PRS30006013      	2012	Q03	     100.253	
PRS30006013      	2012	Q04	     100.285	
PRS30006013      	2012	Q05	     100.000	
PRS30006013      	2013	Q01	     100.815	
PRS30006013      	2013	Q02	     100.245	
PRS30006013      	2013	Q03	     100.481	
PRS30006013      	2013	Q04	     100.995	
PRS30006013      	2013	Q05	     100.644	
PRS30006013      	2014	Q01	     101.468	
PRS30006013      	2014	Q02	     101.525	
PRS30006013      	2014	Q03	     102.006	
PRS30006013      	2014	Q04	     102.886	
PRS30006013      	2014	Q05	     101.973	
PRS30006013      	2015	Q01	     102.813	
PRS30006013      	2015	Q02	     103.082	
PRS30006013      	2015	Q03	     103.376	
PRS30006013      	2015	Q04	     103.735	
PRS30006013      	2015	Q05	     103.270	
PRS30006013      	2016	Q01	     103.270	
PRS30006013      	2016	Q02	     103.115	
PRS30006013      	2016	Q03	     103.311	
PRS30006013      	2016	Q04	     103.343	
PRS30006013      	2016	Q05	     103.262	
PRS30006013      	2017	Q01	     103.800	
PRS30006013      	2017	Q02	     103.718	
PRS30006013      	2017	Q03	     104.322	
PRS30006013      	2017	Q04	     105.072	
PRS30006013      	2017	Q05	     104.232	
PRS30006013      	2018	Q01	     105.292	R
PRS30006013      	2018	Q02	     105.365	R
PRS30006013      	2018	Q03	     106.091	R
PRS30006013      	2018	Q04	     106.947	R
PRS30006013      	2018	Q05	     105.928	
PRS30006013      	2019	Q01	     106.947	R
PRS30006013      	2019	Q02	     106.645	R
PRS30006013      	2019	Q03	     107.420	R
PRS30006013      	2019	Q04	     107.143	R
PRS30006013      	2019	Q05	     107.045	
PRS30006013      	2020	Q01	     106.075	R
PRS30006013      	2020	Q02	      97.774	R
PRS30006013      	2020	Q03	     100.497	R
PRS30006013      	2020	Q04	     102.120	R
PRS30006013      	2020	Q05	     101.582	R
PRS30006013      	2021	Q01	     102.079	R
PRS30006013      	2021	Q02	     102.006	R
PRS30006013      	2021	Q03	     103.547	R
PRS30006013      	2021	Q04	     105.219	R
PRS30006013      	2021	Q05	     103.213	R
PRS30006013      	2022	Q01	     106.613	R
PRS30006013      	2022	Q02	     107.200	R
PRS30006013      	2022	Q03	     108.040	R
PRS30006013      	2022	Q04	     108.733	R
PRS30006013      	2022	Q05	     107.624	R
PRS30006021      	1995	Q01	         0.7	
PRS30006021      	1995	Q02	        -1.2	
PRS30006021      	1995	Q03	        -1.0	
PRS30006021      	1995	Q04	        -1.4	
PRS30006021      	1995	Q05	        -0.7	
PRS30006021      	1996	Q01	        -2.3	
PRS30006021      	1996	Q02	         0.6	
PRS30006021      	1996	Q03	         0.7	
PRS30006021      	1996	Q04	         1.0	
PRS30006021      	1996	Q05	         0.0	
PRS30006021      	1997	Q01	         2.7	
PRS30006021      	1997	Q02	         0.8	
PRS30006021      	1997	Q03	         0.6	
PRS30006021      	1997	Q04	         0.5	
PRS30006021      	1997	Q05	         1.1	
PRS30006021      	1998	Q01	         0.0	
PRS30006021      	1998	Q02	        -0.5	
PRS30006021      	1998	Q03	        -1.0	
PRS30006021      	1998	Q04	        -0.6	
PRS30006021      	1998	Q05	        -0.5	
PRS30006021      	1999	Q01	        -0.7	
PRS30006021      	1999	Q02	         0.0	
PRS30006021      	1999	Q03	         0.6	
PRS30006021      	1999	Q04	        -0.1	
PRS30006021      	1999	Q05	         0.0	
PRS30006021      	2000	Q01	         0.1	
PRS30006021      	2000	Q02	        -0.2	
PRS30006021      	2000	Q03	        -0.5	
PRS30006021      	2000	Q04	        -1.4	
PRS30006021      	2000	Q05	        -0.5	
PRS30006021      	2001	Q01	        -2.0	
PRS30006021      	2001	Q02	        -2.1	
PRS30006021      	2001	Q03	        -2.2	
PRS30006021      	2001	Q04	        -1.6	
PRS30006021      	2001	Q05	        -2.0	
PRS30006021      	2002	Q01	        -0.9	
PRS30006021      	2002	Q02	         0.6	
PRS30006021      	2002	Q03	         0.1	
PRS30006021      	2002	Q04	         0.7	
PRS30006021      	2002	Q05	         0.1	
PRS30006021      	2003	Q01	         0.2	
PRS30006021      	2003	Q02	        -0.7	
PRS30006021      	2003	Q03	        -0.8	
PRS30006021      	2003	Q04	         0.5	
PRS30006021      	2003	Q05	        -0.2	
PRS30006021      	2004	Q01	         1.5	
PRS30006021      	2004	Q02	         0.9	
PRS30006021      	2004	Q03	         1.3	
PRS30006021      	2004	Q04	        -0.5	
PRS30006021      	2004	Q05	         0.8	
PRS30006021      	2005	Q01	        -1.2	
PRS30006021      	2005	Q02	        -1.3	
PRS30006021      	2005	Q03	        -0.7	
PRS30006021      	2005	Q04	         0.7	
PRS30006021      	2005	Q05	        -0.6	
PRS30006021      	2006	Q01	         1.1	
PRS30006021      	2006	Q02	         2.2	
PRS30006021      	2006	Q03	         2.1	
PRS30006021      	2006	Q04	         0.6	
PRS30006021      	2006	Q05	         1.4	
PRS30006021      	2007	Q01	         0.0	
PRS30006021      	2007	Q02	         0.2	
PRS30006021      	2007	Q03	         0.3	
PRS30006021      	2007	Q04	         0.6	
PRS30006021      	2007	Q05	         0.0	
PRS30006021      	2008	Q01	         0.5	
PRS30006021      	2008	Q02	         0.1	
PRS30006021      	2008	Q03	        -1.2	
PRS30006021      	2008	Q04	        -2.6	
PRS30006021      	2008	Q05	        -0.8	
PRS30006021      	2009	Q01	        -3.4	
PRS30006021      	2009	Q02	        -4.0	
PRS30006021      	2009	Q03	        -2.6	
PRS30006021      	2009	Q04	         0.7	
PRS30006021      	2009	Q05	        -2.5	
PRS30006021      	2010	Q01	         3.1	
PRS30006021      	2010	Q02	         4.6	
PRS30006021      	2010	Q03	         4.2	
PRS30006021      	2010	Q04	         2.2	
PRS30006021      	2010	Q05	         3.6	
PRS30006021      	2011	Q01	         0.8	
PRS30006021      	2011	Q02	         0.6	
PRS30006021      	2011	Q03	         0.0	
PRS30006021      	2011	Q04	         1.0	
PRS30006021      	2011	Q05	         0.6	
PRS30006021      	2012	Q01	         1.2	
PRS30006021      	2012	Q02	         0.3	
PRS30006021      	2012	Q03	         0.6	
PRS30006021      	2012	Q04	         0.0	
PRS30006021      	2012	Q05	         0.5	
PRS30006021      	2013	Q01	        -0.2	
PRS30006021      	2013	Q02	         0.2	
PRS30006021      	2013	Q03	         0.5	
PRS30006021      	2013	Q04	         0.2	
PRS30006021      	2013	Q05	         0.1	
PRS30006021      	2014	Q01	         0.0	
PRS30006021      	2014	Q02	         0.5	
PRS30006021      	2014	Q03	         0.2	
PRS30006021      	2014	Q04	         0.7	
PRS30006021      	2014	Q05	         0.4	
PRS30006021      	2015	Q01	         0.8	
PRS30006021      	2015	Q02	        -0.6	
PRS30006021      	2015	Q03	        -0.8	
PRS30006021      	2015	Q04	        -1.2	
PRS30006021      	2015	Q05	        -0.6	
PRS30006021      	2016	Q01	        -0.9	
PRS30006021      	2016	Q02	         0.3	
PRS30006021      	2016	Q03	         0.1	
PRS30006021      	2016	Q04	         0.0	
PRS30006021      	2016	Q05	        -0.1	
PRS30006021      	2017	Q01	        -0.2	
PRS30006021      	2017	Q02	        -0.5	
PRS30006021      	2017	Q03	         0.3	
PRS30006021      	2017	Q04	         0.4	
PRS30006021      	2017	Q05	         0.0	
PRS30006021      	2018	Q01	         0.4	
PRS30006021      	2018	Q02	         0.1	R
PRS30006021      	2018	Q03	         0.1	R
PRS30006021      	2018	Q04	        -0.4	R
PRS30006021      	2018	Q05	         0.2	
PRS30006021      	2019	Q01	        -0.7	
PRS30006021      	2019	Q02	        -0.3	
PRS30006021      	2019	Q03	        -1.4	
PRS30006021      	2019	Q04	        -1.1	R
PRS30006021      	2019	Q05	        -0.9	
PRS30006021      	2020	Q01	        -1.2	R
PRS30006021      	2020	Q02	        -5.8	R
PRS30006021      	2020	Q03	        -1.5	R
PRS30006021      	2020	Q04	        -0.8	
PRS30006021      	2020	Q05	        -2.4	
PRS30006021      	2021	Q01	         0.3	
PRS30006021      	2021	Q02	         5.1	R
PRS30006021      	2021	Q03	         0.8	R
PRS30006021      	2021	Q04	         0.5	
PRS30006021      	2021	Q05	         1.6	R
PRS30006021      	2022	Q01	         0.6	R
PRS30006021      	2022	Q02	         0.0	R
PRS30006021      	2022	Q03	         0.2	R
PRS30006021      	2022	Q04	        -0.7	
PRS30006021      	2022	Q05	        -0.1	R
PRS30006022      	1995	Q01	        -1.4	
PRS30006022      	1995	Q02	        -4.8	
PRS30006022      	1995	Q03	         1.1	
PRS30006022      	1995	Q04	        -0.4	
PRS30006022      	1995	Q05	        -0.7	
PRS30006022      	1996	Q01	        -4.8	
PRS30006022      	1996	Q02	         6.7	
PRS30006022      	1996	Q03	         1.8	
PRS30006022      	1996	Q04	         0.8	
PRS30006022      	1996	Q05	         0.0	
PRS30006022      	1997	Q01	         1.7	
PRS30006022      	1997	Q02	        -0.8	
PRS30006022      	1997	Q03	         0.7	
PRS30006022      	1997	Q04	         0.6	
PRS30006022      	1997	Q05	         1.1	
PRS30006022      	1998	Q01	        -0.4	
PRS30006022      	1998	Q02	        -2.8	
PRS30006022      	1998	Q03	        -1.2	
PRS30006022      	1998	Q04	         2.1	
PRS30006022      	1998	Q05	        -0.5	
PRS30006022      	1999	Q01	        -0.8	
PRS30006022      	1999	Q02	         0.1	
PRS30006022      	1999	Q03	         1.3	
PRS30006022      	1999	Q04	        -1.0	
PRS30006022      	1999	Q05	         0.0	
PRS30006022      	2000	Q01	        -0.1	
PRS30006022      	2000	Q02	        -1.1	
PRS30006022      	2000	Q03	         0.4	
PRS30006022      	2000	Q04	        -4.9	
PRS30006022      	2000	Q05	        -0.5	
PRS30006022      	2001	Q01	        -2.1	
PRS30006022      	2001	Q02	        -1.8	
PRS30006022      	2001	Q03	         0.1	
PRS30006022      	2001	Q04	        -2.4	
PRS30006022      	2001	Q05	        -2.0	
PRS30006022      	2002	Q01	         0.7	
PRS30006022      	2002	Q02	         3.9	
PRS30006022      	2002	Q03	        -1.6	
PRS30006022      	2002	Q04	        -0.2	
PRS30006022      	2002	Q05	         0.1	
PRS30006022      	2003	Q01	        -1.3	
PRS30006022      	2003	Q02	         0.3	
PRS30006022      	2003	Q03	        -2.1	
PRS30006022      	2003	Q04	         5.3	
PRS30006022      	2003	Q05	        -0.2	
PRS30006022      	2004	Q01	         2.7	
PRS30006022      	2004	Q02	        -2.0	
PRS30006022      	2004	Q03	        -0.8	
PRS30006022      	2004	Q04	        -1.9	
PRS30006022      	2004	Q05	         0.8	
PRS30006022      	2005	Q01	         0.0	
PRS30006022      	2005	Q02	        -2.3	
PRS30006022      	2005	Q03	         1.4	
PRS30006022      	2005	Q04	         4.0	
PRS30006022      	2005	Q05	        -0.6	
PRS30006022      	2006	Q01	         1.5	
PRS30006022      	2006	Q02	         2.0	
PRS30006022      	2006	Q03	         1.1	
PRS30006022      	2006	Q04	        -2.2	
PRS30006022      	2006	Q05	         1.4	
PRS30006022      	2007	Q01	        -0.9	
PRS30006022      	2007	Q02	         2.7	
PRS30006022      	2007	Q03	         1.6	
PRS30006022      	2007	Q04	        -0.9	
PRS30006022      	2007	Q05	         0.0	
PRS30006022      	2008	Q01	        -1.4	
PRS30006022      	2008	Q02	         0.9	
PRS30006022      	2008	Q03	        -3.4	
PRS30006022      	2008	Q04	        -6.5	
PRS30006022      	2008	Q05	        -0.8	
PRS30006022      	2009	Q01	        -4.3	
PRS30006022      	2009	Q02	        -1.8	
PRS30006022      	2009	Q03	         2.6	
PRS30006022      	2009	Q04	         6.6	
PRS30006022      	2009	Q05	        -2.5	
PRS30006022      	2010	Q01	         5.2	
PRS30006022      	2010	Q02	         4.0	
PRS30006022      	2010	Q03	         1.1	
PRS30006022      	2010	Q04	        -1.4	
PRS30006022      	2010	Q05	         3.6	
PRS30006022      	2011	Q01	        -0.5	
PRS30006022      	2011	Q02	         3.1	
PRS30006022      	2011	Q03	        -1.3	
PRS30006022      	2011	Q04	         2.9	
PRS30006022      	2011	Q05	         0.6	
PRS30006022      	2012	Q01	         0.0	
PRS30006022      	2012	Q02	        -0.3	
PRS30006022      	2012	Q03	        -0.3	
PRS30006022      	2012	Q04	         0.6	
PRS30006022      	2012	Q05	         0.5	
PRS30006022      	2013	Q01	        -0.9	
